서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,창원,제주
276467,97780,72299,91892,43546,44669,28609,9191,371523,67189,58226,84670,71119,77149,93211,75703,25133,33356
