서울,276467
부산,97780
대구,72299
인천,91892
광주,43546
대전,44669
울산,28609
세종,9191
경기,371523
강원,67189
충북,58226
충남,84670
전북,71119
전남,77149
경북,93211
경남,75703
창원,25133
제주,33356
